listing_id,id,date,reviewer_id,reviewer_name,comments
7202016,58268184,2016-01-02,41297839,Travis,Kelly was an amazing host who made the stay very pleasurable. Her location is ideal for anyone visiting Seattle. Highly recommended
6939472,58698406,2016-01-03,42961746,Bo,Very good value. Near public train station. Clean home. Helpful folks. Would recommend.
-6228959,58243150,2016-01-01,35910550,Suzanne,"Great place in a great location. Exactly as pictured, and very comfortable. "
8518308,58290971,2016-01-02,37185230,Kelly,"My stay at the Cozy Bachelor pad was amazing! Dragan was a fantastic host, very communicative and made the experience very easy! I would recommend this place very much! Apartment was clean, organized and in an awesome location!! Thanks for a great stay! "
-2670365,58404761,2016-01-02,51264572,Lisa,"This B&B is better than  a 5 star hotel.  It was absolutely beautiful inside and meticulously restored.  We loved this house.  Our host, Mathew, was very helpful and while he was out of town when we arrived, he still ensured someone was there to great us.  The location is also fantastic and within a few blocks of great restaurants and boutique shops.  On a final note, the bed was very comfortable and the linens good quality.  We will definitely be back and would recommend this place to anyone."
-6004058,58411660,2016-01-02,6848429,Joy,"Marina's place was perfect for us - compact, but with everything we needed, in a charmingly converted hotel building. Check-in and out was easy, Marina was a great host!"
-6020744,58725117,2016-01-03,7454403,Finley,"Wade and his mom, JoJo, were fantastic hosts, giving me everything I needed for the perfect stay!  The apartment is easy to access (right in the middle of Capitol Hill, which is fantastic, but also walking distance to downtown-- the location is literally perfect) and the view is incredible.  It's modernly furnished and I loved it."
4236723,58253443,2016-01-01,52790726,Paul,"This place is great. Chris has been doing this for a while and it shows. Last-minute reservation to check in in no time, everything was clean, the place was nice and warm, and it was all very luxurious. Highly recommended!"
4236723,58359760,2016-01-02,33781615,Kelly,"What a perfect place to stay the night! This charming, historic house is exactly as it's pictured. We stayed in Seattle for New Years Eve and all of the beds were comfy with lots of extra blankets, and Chris encourages you to ""crank the heat"" since the house is 115 years old!

Such lovely welcoming touches like a handwritten card, snacks on the counter and water and soda in the fridge. My hungover friends savored that Sprite the next morning, let me tell you.

Chris was very easy to communicate with, and the house is only blocks from the D-line bus that is a straight shot into downtown. Short walk to all of the great food and coffee Ballard has to offer--this place is a perfect location to be steeped in Ballard awesomeness while having easy access to other parts of the city."
-8691263,58161398,2016-01-01,312655,Joshua,"If you want to explore downtown Seattle this location and apartment are awesome! Seriously. Great building/facilities. Laura was a very good host: clearly communicated everything and even let us drop our bags off early so we could go exploring. Rooms were spotless with awesome views.

The roof is amazing. You're welcome up there- and do go check it at sunrise/sunset. One tiny caveat: during a few events their is a resident guest list to get in to the roof. Like during NYE :( Other than that: super awesome!"
-4593740,58362985,2016-01-02,50077364,Natasha,"Shellie arrived on time to meet us in the parking garage down the block and specially came to meet us during the work day which we appreciated. Upon getting settled in we realized that the kitchen was barely useable. There aren't actual cooking utensils to use so my plans to cook one night ended up not happening. The bed is very uncomfortable and the pillows definitely leave much to be desired so bring your own if you're picky. The shower head was extremely low pressure, and the towels in the bathroom were wet when we arrived. There is cable but no HD or DVR services, so that was a letdown as well. The actual building was great and had a nice location...but overall I wouldn't stay here again."
-6836330,58649269,2016-01-03,51220265,Aly,"The listing is exactly as advertised - very cozy little home, quiet neighborhood, adorable kitties. We really appreciated the extra heater in the bathroom and the coffee/tea and granola for us in the morning! Nice comfy bed, and an overall great experience. 

The house is a little far from anything - at least we weren't able to find groceries or anything close by, although we weren't there for very long, and this didn't really affect our stay. 


"
6762958,58197485,2016-01-01,1286876,Randi,Loved the place. Modern and updated. Had complimentary root beer and beer. Nice bath with heated floors. Nice back yard that could be cool if it wasn't the winter time. Only one complaint is that the bed was too small for two people. Unless your a couple who doesn't move at all at night it was just to hard for us.
8869027,58315849,2016-01-02,2385729,Brenda,"Christopher's place is amazing! My husband and I didn't get a chance to meet him, but Christopher made sure everything was organized and the key drop off went really smooth. His apartment is nicely decorated and so clean! We had a great time, very central and a close walk to bus lines."
-8015531,58315004,2016-01-02,34614144,Louise,"Check in instructions were clear which made the process easy, the apartment is as described and was close to everything we needed. The wifi wasn't working when we arrived but the host had communicated this prior to arrival and was able to amend this the next day."
-8082659,58316502,2016-01-02,11363253,Liz,"Great location.  Nice, clean space that's close to everything you may want to do in Seattle.  Brian was a great host."
-1225820,58286121,2016-01-02,30286367,Erin,"Chelsea's home was the perfect place for us to call home in Seattle for a few days! It's located in a great neighborhood, walking distance to the beach and California Rd that is chock full of gold coffee, eats and restaurants. Her home was cozy, well-stocked with all the basic amenities and we felt right at home. Communication with Chelsea was quick and easy. We didn't cross paths in person but we are confident we would return when we visit Seattle again! "
7860837,58736511,2016-01-03,52723379,Xavi,"Absolutely loved the carriage home. It was clean, well lit, perfect for two, and felt more then welcomed and had all the acomidations needed. They are great hosts and will definitely be staying here many more times when we visit. Again, all I can say is it was perfect and the house was just magnificent. Loved, loved, loved it. You won't find anything better."
-9679301,58404060,2016-01-02,51275159,Ashley,"Mozelle is such a sweet and welcoming person it was easy to feel at home. Her place is well decorated, very clean and in a great location easy to find right near the water. I would gladly visit her home again for my travel needs! "
9995551,58213602,2016-01-01,39238605,Bert,Awesome host! The cottage is nice and clean and Jennifer provides everything that we need. Thank you Jennifer. It was a great trip.
-8616488,58351887,2016-01-02,6984253,Roxanne,"Roy was a great host! He was there when I arrived and was super helpful and responsive when we had questions. The studio is exactly how he describes it and was the perfect size for the two of us! The building is safe and quiet. Capitol Hill was a great location- walking distance to food, drinks, shops, parks, busses, bars, etc. You don't need a car and there are lots of people around and things to do. We never really needed to leave the neighborhood aside from sight seeing and then renting a car and to drive out to the mountains. Overall great trip and would definitely stay at Roy's spot again if we come back!"
7735282,58612561,2016-01-03,8378525,Danielle,"We had a wonderful stay at James' apartment in Capitol Hill.  It's a cosy and well-appointed studio with all the amenities we needed.  James was incredibly helpful and friendly, offering us great suggestions of local bars and restaurants - all of which are only a short walk from the apartment. 3 nights wasn't long enough!
Thanks again James!"
-8517602,58188309,2016-01-01,32093617,Ryan,"Jim was very accommodating to our late arrival- even on NYE. Beautiful, clean house with snacks for breakfast! The house is in a great, quiet location, close to trader joes, Safeway and less than 10 minutes from the Seattle Center. We went to Crow restaurant for a nice dinner and loved it. Über takes you to and from this location easily. Great find in Queen Anne!"
6941113,58136350,2016-01-01,8714260,Michael,"This is a clean, cosy, extremely convenient place to stay in downtown Seattle.  Kaiser is friendly, helpful, low-key and accessible.  A great place in a great city.  "
-3626162,58138366,2016-01-01,46885504,형선,"Elizabeth is awsome host and her husband and childs are kind. She trys to accomodate us and respects our privacy. I and my boyfriend stayed more than a month. In the house, there is everything you need such as plate, spoons and coffee and tea. We had a great time staying this beautiful house. I think this house is the best house near this neighborhood. Thank you for your hosting."
8608233,58235123,2016-01-01,33005883,Alyssa,We had a great time staying at Allen's place! It was just as described and had everything we needed. Allen was easy to communicate with and checking in and out was simple. The condo is in a great location by the Sculpture Park with lots of restaurants and attractions within walking distance. We got there just in time to watch the sunset from the rooftop deck overlooking Elliott Bay. Gorgeous! I would definitely stay here again. 
5787922,58332783,2016-01-02,17477014,Kyle,"Deb was an amazing host! The hospitality was above and beyond what we could've expected - from the couple beers in the fridge, to the chocolates by the bed, to the plethora of clean towels, everything was fantastic. The driveway parking was perfect and allowed us to not have to worry about our car, and the location of the apartment was close enough to Uber around the city with no problems. We would love to stay with Deb anytime we return to Seattle!"
-6327506,58336718,2016-01-02,49033036,Bianca,What an awesome first experience for us using air b&b! Elizabeth and Tyanne's place was simply perfect and we could not have asked for a better experience. They answered all of our questions and even provided a few suggestions about their neighborhood. Their attention to detail made staying their feel like home. We will be back for sure!
-7733192,58227296,2016-01-01,42445644,Jessica,Amazing location and very spacious. David was very helpful and quick to respond! Would definitely stay here again. 
194313,58453967,2016-01-02,11929266,Lynn,"Great location and cute cozy updated studio!  Leah gave great recommendations on restaurants and coffee, and Uber is super cheap to/from the link west lake station that takes you straight to the airport if you have a lot of luggage.  Love the option to do laundry too!"
7614244,58458460,2016-01-02,4772223,Belle,The host canceled this reservation 13 days before arrival. This is an automated posting.
-7775663,58256584,2016-01-01,12551206,Fanny,The host canceled this reservation the day before arrival. This is an automated posting.
-7735313,58454229,2016-01-02,2552330,Patricia,Very clean apartment. Everything was as described. The apartment is only one street next to the heart of downtown. James was extremely accommodating. He offered to help and was quick to respond. 
7699495,58160181,2016-01-01,49029343,Dan,"This is a terrific place to stay, centrally located in a well-managed building. Beautifully decorated, spotlessly clean, completely equipped with everything you need. They even supplied ponchos and an umbrella!

The hosts are superb. Extremely responsive and communicative.

Having spent 10 days here, we recommend it highly."
4531944,58476300,2016-01-02,43206423,Julie,I loved how quaint this adorable little cottage was! The area is perfect (Greenlake is a few blocks away and there's a QFC within walking distance)! Communication with Susan was fluid and I always got a response when I reached out to her. 
9866461,58253926,2016-01-01,16113799,Forrest,Eric was incredibly polite and accommodating. His place was clean and as pictured. The bed was probably one of the most comfortable beds I've ever slept on. Building has plenty of parking and close to a lot of restaurants and bars. Very convenient and a great value. I would recommend stating here. 
-6479027,58256239,2016-01-01,51078137,Amber,"The room was nice and Cozy. The Bed was perfect. Slept like a baby. The Location was perfect,easy to get on freeways.plenty of street parking. This was our first airbnb experience. We liked having our own floor with bedroom and bathroom. That's all we needed for a quick trip to Seattle. When we visit Seattle again we would book again. "
10118341,58441444,2016-01-02,49912003,Cameron,"My mom and I came for a 4 day trip and had a great stay at Elise's place. She was very friendly and helpful with providing basic directions to get around the area, and the place is a fairly close distance to both Ballard and Downtown, about a $10 uber ride either direction and a close by bus stop. I would stay here again for sure, it was a cute room for a great price! "
-7066118,58412483,2016-01-02,51546568,Lakesha,"Our hosts communicated from the time of our booking until we checked out. We weren't sure about our public transportation options - I texted the hosts and they responded immediately. For our departure, we asked for a late check out and they were fine with it. All in all, a fabulous experience!"
9698202,58249293,2016-01-01,32804192,Dean,"This was an excellent place to stay. 8 buddies and I stayed at this spot for 2 days when exploring Seattle. It was very conveniently located within the city, comfortable, clean, and exactly as advertised. Would definitely stay hear again. "
2969955,58349211,2016-01-02,17436642,Peter,"Heather's home was very comfortable and easily slept four of us.  The house is located in a great area that was conveniently located near a small market, bar, and lots of good food options.  Overall we had a great stay in Seattle and would definitely recommend the house to anyone looking to visit the city!"
-5242148,58164429,2016-01-01,22387629,Smarak,This was a dream come true vacation for us. Raijina's house is no less than a dream. She was very helpful and accommodated all our requests. I would absolutely use this house when I visit this Seattle again and recommend the same to the community.  
-3543791,58428984,2016-01-02,15761102,Karin,"Clare was a very accommodating host, even from the other side of the country! Her apartment is in a charming, vintage building in one of the most vibrant neighborhoods in Seattle. As a local, I can attest that Clare has a unique, fantastic view of the Space Needle backed by the Olympic Mountains. The view is even more amazing in person than in the photos! Her room is full of lovely plants and charming decor. Next time I need a local getaway in the city, I am definitely going to check here first!
A note for drivers: Capitol Hill can be a challenge to find parking, but this neighborhood has some stretches with free parking available. Just takes a keen eye and a little patience."
493591,58202455,2016-01-01,42865115,Quan,"Flor is like our mom, have a good time here, and I enjoyed the fireworks at the space needle, thanks a lot for taking me there, next time I come Seattle I may stay here again! "
4264012,58229334,2016-01-01,52138130,Yuki,It was a very convenient place with all the basic necessities. Emily was very kind and helpful. 
3921664,58682208,2016-01-03,51940463,Haley," We were welcomed by our friendly hosts, who were eager to give advice and suggestions, but also gave us our privacy. The neighborhood is charming, safe, near cafes and restaurants, walking distance to several parks, and a quick bus ride to downtown Seattle. We couldn't have asked for a more perfect place to stay! "
-5892185,58418611,2016-01-02,514154,Meg,"Emily and her partner Ryan were great hosts. It was easy to check in, come and go, and check out. Plus Fremont is a fantastic neighborhood and was the perfect home base for exploring."
4388148,58378385,2016-01-02,48104154,Katherine,"Jordan made our stay great - starting with leaving a bottle of wine! He was happy to offer his help in getting to know the area or give suggestions regarding anything in the city. The neighborhood was great and was walking distance to restaurants, bars and even a Walgreens. We loved our stay and Jordan was a great host!"
6991188,58378653,2016-01-02,1378582,Celia,"The Marion Flat is beautiful, spacious, clean, and very centrally located. It's close to night life on Capitol Hill and not a far drive from Pike Place, the space needle, and other attractions. 
Ron was very responsive and a welcoming host. Overall, it was a great stay for my boyfriend and me! Would highly recommend!"
9587410,58620895,2016-01-03,33394850,Denise,"Peggy's upstairs private bedroom and bath couldn't have been more perfect for my boyfriend and I's Seattle stay. She provided us with things to see and do in the Ballard neighborhood, and was a friendly face every time we came and went. She had coffee and snacks for us and was easy to communicate with via email and text. I would highly recommend staying with Peggy to anyone and would love to come back the next time we visit. "
5549211,58548154,2016-01-03,20853503,Rachel,"We had a lovely time at the Plum Apartment! The space was beautiful and very functional for us, three guests. Mercy left some staples and coffee in the fridge to get us started, which was a very nice touch. The apartment is in a great area, close to shops and restaurants. We will definitely be back!"
-9473312,58376194,2016-01-02,35526072,Megan,We had a fantastic time in Jamie's bungalow. The location was great - very cute neighborhood and close to downtown. The space was a good size and cutely decorated. The beds were really comfortable. Communication was prompt and thorough. We would definitely recommend them!
9489310,58254192,2016-01-01,50915611,Morgan,Colleen was a sweetheart and this room was beautiful and quiet. A wonderful private place to escape. We will definitely be returning next time we need brief getaway!
7420762,58302021,2016-01-02,500918,Elizabeth,"This was a lovely little apartment in a fantastic neighborhood with easy walking distance to restaurants and retail. It gets plenty of light and has a very comfortable bed. The lock box outside made it easy to access and Brian was great at communicating. Since it is the lower floor you can hear the movement of those living above you, but it wasn't excessively loud. We would definitely stay here again!"
3884851,58432999,2016-01-02,24226616,Chris,"We had a really nice stay at Cindy's room, and felt welcomed. The room and residence were clean and easy to feel comfortable in. Great location with lots of access to fun things to do nearby. They told us about picking up the D-Line bus which had a nearby stop, and knowing that was very helpful. I'd be happy to stay here again."
279063,58207739,2016-01-01,22678892,Simone,We had a great experience at Calen's home. The location was perfect for us and it was easy to get into the place with his directions. His home was really comfortable and cozy with a killer view of the city. 
7026898,58676761,2016-01-03,29294625,Matt,"Upon arriving, Robin met me and provided a thorough tour of her place. The private room is immaculate and use of the washer/dryer was convenient during the stay.  The location is quiet and is located in a nice Seattle neighborhood. Access to all of the city was easy. Robin is a warm host and I'd stay at her place again."
9494623,58477150,2016-01-02,3031937,Marko,"Great location and good value! Very cool shared setup, definitely fosters a sense of community."
838764,58541257,2016-01-03,8190362,Silvia,this is the second time we have stayed at Wayne's house and he is just the best host ever.  He is considerate and responds immediately.  
8035212,58196304,2016-01-01,1362625,Ron And Judy,Ryan's apartment was perfect for our 2 night stay and we are only sorry that we couldn't linger longer. Ryan was a good communicator and the location is very central with a good view of the waterfront. Easy access from the airport via the Sky Rail. We would definitely recommend this listing.
-5078876,58437754,2016-01-02,8139702,Michael,"The apartment is perfect located on Capitol Hill. It's just a quick easy walk to Broadway and even downtown. When we arrived the apartment was perfectly clean and ready for all four of us to stay comfortably. One of the best features was the garage, parking on Capitol Hill can be very difficult and it saved us so much time and headache. I would highly recommend this apartment and would stay here again any time I visit Seattle. "
6438013,58215149,2016-01-01,50872050,Ashly,Larry was great! Very helpful and friendly. Our stay was great. The location was perfect close to everything and the building felt secure and comfortable. Highly recommended 
-6674408,58302521,2016-01-02,46744691,Yajie,"Jon is super nice.The house is really clean and comfortable. It nears several bus stops, so we could easily go to anywhere. It's a good experience to live there."
5164581,58565345,2016-01-03,13509835,Burcin,it was very nice to stay with Luyao and her husband. very clean and comfortable. Thank you guys!
9712716,58632693,2016-01-03,8243574,Krista,"My partner and I stayed at Sam's place for a total of four nights over New Year's Eve. We had a great experience - the room was spacious, clean, and nice & quiet. The second bedroom (which you can rent; we stayed in the plaid room) also has a scenic view of downtown, which was great for New Year's Eve fireworks. We also had use of a parking space, which was GREAT as Seattle can be really difficult in terms of parking. Sam himself was also welcoming when we saw him and responded to my emails / texts promptly. No problems with our stay whatsoever. 

Overall, a great stay for a great price. Highly recommended!"
9298045,58218068,2016-01-01,24678902,Nicolas,"Kristin is such a wonderful host! She made this New Year one of our greatest experiences. The room is very clean. The bed is extremely large and comfortable. The neighborhood is quiet and public transportation is easily accessible. Most importantly, Kristin has been extremely helpful. She promptly gave us detailed guidance on our itineries, and prepared delicious snacks and drinks for us. She even gave us a ride to downtown when we left. So we would definitely recommend Kristin, and would stay with her again if we come back to Seattle. "
-43373,58221019,2016-01-01,17475382,Makayla,"Michael was very nice and accommodating. We stayed during a very cold two days and he did what he could to make sure we were warm. Great location, clean and comfortable. "
-6855839,58597021,2016-01-03,42846873,Stephanie,This was a perfect studio apartment to stay at during my trip to Seattle. My boyfriend and I loved it! It is located in a area that was ideal to all the places we wanted to go in the city. Katya is a great host and very accommodating. 
-7875887,58220421,2016-01-01,49671109,Ali,"We had a great time in Seattle and Glenn's room made it special. Glenn and Ariel were great hosts and great people. We were lucky to spend the New Year's eve with them. They have an excellent view to the space needle from the roof and we could easily see the fireworks without getting stuck in the street traffic.
The room was exactly as it looks in the pictures. And we had access to everything in the kitchen. 
Parking in the Seattle downtown is a nightmare. They have a parking pass to park in the street which still does not guarantee a spot. They kindly gave us the pass and in top of that saved us a space.
We had a great time at their room and I'd recommend it.  "
-4223597,58213152,2016-01-01,23216972,Ken,"We had a great stay. The house was in a great location and we ended up walking to some great restaurants. I recommend getting the optional parking, because parking can be a nightmare in that neighborhood because it is so close in. "
-544433,58116451,2016-01-01,15219937,Chrystal,Serina is a very nice host. The place is in a great location and was clean. With all amenities.
7035498,58623227,2016-01-03,14723160,Jeanine,"John's place was the perfect stay for my short trip to Seattle. It's a well cleaned, stocked, and situated little studio right in the middle of everything I wanted to do in Seattle. I was able to walk to most places, which is a big plus for me! 

John was an excellent host with great food suggestions and detailed check in and check out instructions! This unit is on the first floor so occasionally you can hear some noises from the street but between my long days of exploring Seattle and the comfy bed; I barely noticed it. Will definitely try to stay here again when back in Seattle!"
-5386937,58181382,2016-01-01,24387315,Sophie,"Lovely, cozy, and convenient! We could walk to so many great restaurants and bars and seemed to be a short drive to anything else in the city. We love Seattle and will definitely remember The Princeton on our next trip! So nice to stay in a place that feels like home-thanks!"
-9797000,58194103,2016-01-01,6670896,Helen,"Abigail and Justin were extremely welcoming. Although they had made previous arrangements to be away for part of the Holidays, they left their numbers and the name and number of friends who would come if needed. Not needed.  They supplied generous goodies for our breakfasts They were also happy to allow us to have a small family party which was ideal because my grandson had room to play with his toys. There were some small difficulties, like dealing with the futon. Justin came and helped us.  The location is excellent, not far from Columbia City (yummy eats) and very convenient to the light rail. All in all an excellent value."
